Life expectancy,Alcohol,Hepatitis B,Measles,BMI,Polio,Diphtheria,HIV/AIDS,GDP,Schooling,thinness  1-19 years
72.3,3.74,64.0,6847,48.1,66.0,78.0,0.1,127.367228,12.0,2.8
72.7,3.36,48.0,216,47.5,74.0,75.0,0.1,928.18227,11.8,2.9
71.7,2.72,51.0,199,47.0,89.0,84.0,0.1,779.3845935,11.8,2.9
73.0,2.76,61.0,35,46.5,83.0,87.0,0.1,733.974142,11.7,3.0
71.8,3.28,55.0,50,46.0,81.0,8.0,0.1,691.997711,11.4,3.1
89.0,11.03,88.0,443,61.9,94.0,95.0,0.1,4792.65288,17.0,1.1
86.0,10.94,88.0,1771,61.4,94.0,95.0,0.1,4653.91143,16.9,1.1
86.0,11.18,88.0,166,6.9,94.0,95.0,0.1,4465.24891,16.9,1.1
85.0,11.2,88.0,1607,6.4,94.0,95.0,0.1,4681.32796,16.8,1.1
81.0,11.2,88.0,780,59.9,94.0,95.0,0.1,41785.55691,16.7,1.1
80.0,11.22,88.0,574,59.5,95.0,96.0,0.1,41732.7725,16.7,1.1
79.9,11.36,87.0,917,59.0,95.0,96.0,0.1,45699.19832,16.6,1.1
79.8,11.5,86.0,567,58.5,95.0,96.0,0.1,41814.8191,16.6,1.1
79.6,11.76,87.0,2307,58.0,94.0,96.0,0.1,36447.87232,16.5,1.1
79.2,11.67,9.0,778,57.6,95.0,96.0,0.1,34696.6292,16.4,1.1
79.1,11.83,88.0,121,57.1,96.0,96.0,0.1,34165.9343,16.4,1.1
78.5,11.92,9.0,779,56.6,96.0,97.0,0.1,3359.95215,16.3,1.1
78.4,12.25,87.0,4657,56.1,97.0,93.0,0.1,2525.16445,16.3,1.2
78.3,12.46,86.0,6024,55.6,96.0,93.0,0.1,23687.31689,16.2,1.2
78.0,12.91,84.0,0,55.1,94.0,9.0,0.1,23718.7467,16.2,1.2
62.1,0.01,98.0,124,28.0,93.0,98.0,0.8,1432.227943,11.7,6.4
61.9,0.01,9.0,319,27.3,91.0,9.0,0.9,1814.492297,11.5,6.6
61.6,0.01,92.0,1613,26.7,91.0,92.0,0.9,1629.8222,11.2,6.7
61.2,1.64,91.0,120,26.1,91.0,91.0,1.3,1574.978653,10.9,6.9
69.0,1.69,94.0,641,25.5,94.0,94.0,1.9,1312.67557,10.5,7.1
66.0,1.76,94.0,101,24.9,94.0,94.0,2.1,186.76538,10.4,7.3
63.0,1.78,93.0,82,24.2,92.0,93.0,2.2,1224.41554,9.8,7.5
59.9,1.25,94.0,6,23.6,94.0,94.0,2.6,19.686718,9.1,7.7
59.4,1.7,84.0,420,23.0,84.0,84.0,2.9,922.9351677,8.7,7.9
58.9,1.5,84.0,435,22.4,85.0,84.0,3.1,498.172394,8.1,8.1
58.3,1.46,8.0,60,21.8,81.0,8.0,3.2,423.1936389,7.7,8.4
57.9,1.53,8.0,1939,21.2,8.0,8.0,3.4,373.2815537,7.9,8.6
57.6,1.6,8.0,12289,2.7,8.0,78.0,3.5,39.484473,7.6,8.8
88.0,7.53,96.0,1,66.0,99.0,99.0,0.1,21673.7817,17.2,0.8
86.0,7.46,98.0,3,65.4,99.0,99.0,0.1,21874.8195,17.1,0.8
84.0,8.2,98.0,3,64.9,99.0,99.0,0.1,22242.68193,16.8,0.8
85.0,8.02,95.0,40,64.3,99.0,99.0,0.1,25916.29353,16.7,0.8
83.0,9.0,95.0,149,63.7,99.0,99.0,0.1,26917.75898,16.4,0.8
80.0,9.08,95.0,2,63.1,99.0,99.0,0.1,2971.973,16.2,0.8
79.9,9.51,95.0,1,62.4,99.0,99.0,0.1,31997.2821,15.9,0.8
79.4,9.67,95.0,2,61.8,99.0,99.0,0.1,28827.32636,16.4,0.8
79.7,9.42,94.0,0,61.2,98.0,98.0,0.1,2481.15781,16.3,0.8
79.3,9.95,93.0,122,6.5,96.0,96.0,0.1,22551.73574,15.6,0.8
79.2,9.56,92.0,1,59.9,95.0,95.0,0.1,21955.149,15.3,0.8
79.1,9.46,92.0,0,59.2,93.0,94.0,0.1,18477.57841,15.2,0.8
79.0,8.09,91.0,5,58.6,92.0,92.0,0.1,1411.31339,14.6,0.8
78.7,8.62,9.0,12,58.0,9.0,91.0,0.1,12538.17883,14.2,0.9
78.2,8.48,89.0,56,57.4,89.0,89.0,0.1,1242.95373,13.9,0.9
73.5,8.42,97.0,0,47.4,81.0,97.0,0.1,8569.776998,15.8,3.8
73.3,8.25,97.0,0,46.5,98.0,97.0,0.1,7955.615985,15.8,3.8
73.1,8.07,97.0,0,45.6,98.0,97.0,0.1,7583.1872,15.8,3.8
72.9,7.84,94.0,0,44.7,95.0,95.0,0.1,741.48438,15.8,3.8
72.6,7.91,97.0,0,43.9,94.0,97.0,0.1,7365.666659,15.8,3.8
72.4,8.42,99.0,0,43.1,99.0,99.0,0.1,7395.88125,15.6,3.8
72.1,8.92,99.0,0,42.4,99.0,99.0,0.1,7946.944346,15.4,3.8
71.9,9.06,96.0,0,41.8,96.0,96.0,0.1,7322.596862,15.3,3.9
71.7,9.06,91.0,0,41.1,91.0,91.0,0.1,6764.722867,15.1,3.9
71.5,8.8,99.0,0,4.5,99.0,99.0,0.1,6754.512393,14.9,3.9
73.0,8.43,83.0,0,39.9,84.0,83.0,0.1,5836.17763,14.8,4.0
71.1,9.75,97.0,0,39.4,98.0,97.0,0.1,5773.73577,14.6,4.0
79.0,10.71,98.0,0,38.8,98.0,98.0,0.1,5292.232379,14.4,4.1
77.0,9.61,96.0,0,38.2,96.0,96.0,0.1,519.958715,14.3,4.2
71.7,1.88,73.0,0,49.9,65.0,73.0,0.4,3687.763767,10.7,1.2
71.4,1.93,85.0,0,49.3,84.0,85.0,0.4,3452.828934,10.7,1.2
71.3,2.02,96.0,0,48.6,94.0,96.0,0.4,3299.65139,10.6,1.2
71.1,2.16,88.0,0,47.9,88.0,88.0,0.4,3187.845296,10.5,1.2
77.0,2.14,94.0,0,47.2,94.0,94.0,0.4,2825.5247,10.5,1.3
76.0,2.14,92.0,0,46.5,92.0,92.0,0.4,2635.753474,10.4,1.3
79.0,2.21,95.0,0,45.9,96.0,95.0,0.4,2794.22189,10.4,1.3
75.0,2.4,85.0,0,45.2,85.0,85.0,0.4,2489.955836,10.1,1.3
69.7,2.38,89.0,0,44.5,9.0,89.0,0.4,2256.56724,9.8,1.4
69.2,2.35,87.0,0,43.8,87.0,87.0,0.4,277.83438,9.6,1.4
58.1,0.01,51.0,175,22.7,42.0,51.0,0.5,561.997387,8.6,7.5
58.8,0.01,63.0,53,22.2,63.0,63.0,1.0,54.169324,8.5,7.7
58.4,0.01,62.0,6,21.7,63.0,62.0,1.9,52.3485646,8.5,7.8
58.1,0.22,63.0,11,21.2,63.0,63.0,2.0,459.2912,8.4,8.0
57.8,0.2,64.0,45,2.8,62.0,64.0,2.2,438.7513346,8.3,8.2
57.3,0.18,57.0,264,2.3,6.0,57.0,2.3,436.6895539,8.1,8.4
56.8,0.21,57.0,89,19.8,59.0,6.0,2.3,437.4467238,7.9,8.6
56.4,0.19,57.0,3,19.4,46.0,63.0,2.4,49.456775,7.6,8.9
58.4,0.01,87.0,1,25.6,87.0,87.0,3.4,642.6256154,9.2,7.3
58.1,0.01,87.0,0,25.0,87.0,87.0,4.5,61.566347,9.1,7.5
57.6,0.01,87.0,0,24.3,87.0,87.0,5.3,67.7518833,9.1,7.7
57.1,3.57,86.0,0,23.7,85.0,86.0,5.7,692.69989,9.0,7.8
56.7,3.21,83.0,26,23.1,82.0,83.0,5.9,543.957418,8.9,8.0
56.3,2.55,8.0,0,22.5,78.0,8.0,6.0,544.222779,8.9,8.3
66.0,7.64,98.0,0,45.9,97.0,98.0,0.3,43.82321,10.3,5.5
65.9,7.56,98.0,0,45.0,98.0,98.0,0.3,3944.178173,10.3,5.5
65.8,7.57,97.0,0,44.1,97.0,97.0,0.3,3785.935665,10.6,5.6
65.6,7.56,93.0,0,43.2,93.0,93.0,0.4,3439.597513,10.3,5.6
65.9,7.52,95.0,0,42.4,95.0,95.0,0.4,326.281212,10.2,5.6
66.1,7.49,98.0,0,41.6,97.0,98.0,0.3,2716.35256,10.5,5.6
66.3,7.32,93.0,0,4.9,93.0,93.0,0.8,2576.124957,10.7,5.6
65.7,7.2,94.0,0,4.3,94.0,94.0,1.9,2327.58324,11.2,5.7
65.2,7.04,93.0,0,39.6,92.0,93.0,1.1,1945.6395,11.7,5.7
65.0,7.35,93.0,0,39.0,93.0,93.0,1.8,198.455216,11.4,5.7
65.1,7.84,91.0,0,38.4,91.0,91.0,1.9,145.58861,11.2,5.8
65.3,7.93,9.0,0,37.8,91.0,9.0,2.1,986.7958173,11.1,5.8
65.3,7.73,91.0,0,37.1,93.0,91.0,2.3,96.8674827,11.0,5.9
65.4,6.71,85.0,0,36.4,9.0,85.0,1.7,925.582546,10.9,5.9
63.1,0.01,48.0,0,48.8,55.0,48.0,0.5,83.1148117,9.1,3.9
62.7,5.68,68.0,0,47.7,67.0,68.0,0.5,81.265673,9.1,3.9
74.5,2.87,97.0,0,5.2,97.0,97.0,0.3,2242.711912,11.4,2.1
74.3,3.11,97.0,0,49.3,97.0,97.0,0.4,2136.77395,11.6,2.2
74.1,3.11,97.0,0,48.4,97.0,97.0,0.4,2178.38325,11.6,2.2
73.9,3.1,97.0,0,47.6,97.0,97.0,0.4,212.584798,11.7,2.2
73.6,3.1,97.0,0,46.8,97.0,97.0,0.4,1932.85829,11.5,2.3
73.4,3.08,97.0,0,45.9,97.0,97.0,0.5,1815.489496,11.3,2.3
73.2,3.14,92.0,0,45.1,93.0,93.0,0.6,1751.595857,11.1,2.3
73.0,3.16,93.0,0,44.3,94.0,94.0,0.7,1592.572182,10.9,2.4
72.8,3.23,94.0,0,43.5,94.0,95.0,0.8,1437.628785,10.8,2.4
72.5,3.23,97.0,0,42.8,98.0,98.0,0.9,1311.741714,10.6,2.5
72.2,3.02,93.0,0,42.0,94.0,94.0,1.2,1217.657961,10.4,2.6
71.9,3.04,91.0,0,41.2,92.0,92.0,1.4,1157.3427,10.3,2.6
71.6,3.09,94.0,0,4.4,95.0,95.0,1.5,1132.8721,10.1,2.7
71.3,2.74,95.0,0,39.6,99.0,96.0,1.6,113.4546,9.9,2.7
71.0,2.61,93.0,0,38.8,88.0,94.0,1.7,188.783165,9.8,2.8
68.0,3.07,79.0,79563,18.1,84.0,85.0,0.2,1573.11889,11.6,26.8
67.6,3.11,7.0,13822,17.5,82.0,83.0,0.2,1452.195373,11.5,26.8
67.3,3.1,73.0,18668,17.0,79.0,82.0,0.2,1446.98541,11.3,26.9
66.8,3.0,44.0,33634,16.4,79.0,82.0,0.2,1461.671957,10.8,26.9
66.4,2.77,38.0,31458,15.9,76.0,79.0,0.2,1345.77153,10.4,27.0
66.0,2.5,37.0,56188,15.4,73.0,74.0,0.2,19.317765,10.5,27.0
65.5,1.93,29.0,44258,14.9,69.0,7.0,0.3,991.484634,10.2,27.0
65.2,1.59,6.0,41144,14.4,67.0,64.0,0.3,118.166373,9.9,27.1
64.8,1.37,6.0,64185,13.9,66.0,65.0,0.3,792.259698,9.7,27.1
64.4,1.27,8.0,36711,13.5,65.0,65.0,0.3,77.819,9.4,27.2
64.0,1.2,6.0,55443,13.0,58.0,63.0,0.3,621.3183767,9.2,27.2
68.9,0.09,78.0,12943,26.5,8.0,78.0,0.3,3491.595887,12.9,1.4
68.7,0.09,85.0,8419,25.6,86.0,85.0,0.3,362.663981,12.9,1.5
68.5,0.08,83.0,15489,24.7,84.0,83.0,0.3,3687.953996,12.6,1.5
68.3,0.08,81.0,21893,23.8,81.0,81.0,0.3,3634.27685,12.3,1.6
68.1,0.08,83.0,18869,22.9,82.0,81.0,0.3,3113.48635,12.1,1.6
67.9,0.08,82.0,20818,22.1,85.0,78.0,0.3,2254.44566,11.7,1.7
67.7,0.07,82.0,15369,21.3,83.0,77.0,0.2,216.52766,11.7,1.7
67.5,0.06,76.0,19456,2.5,77.0,73.0,0.2,1855.93915,11.0,1.8
67.3,0.06,66.0,20422,19.7,78.0,72.0,0.1,1586.254,10.9,1.8
67.2,0.06,65.0,15853,19.0,79.0,72.0,0.1,126.928834,11.1,1.9
65.3,0.06,64.0,29171,18.2,79.0,71.0,0.1,1148.56996,11.0,1.9
66.9,0.05,64.0,24457,17.5,8.0,71.0,0.1,164.59447,10.8,1.9
66.7,0.05,63.0,14492,16.7,8.0,7.0,0.1,899.5556857,10.6,11.0
66.5,0.06,62.0,3825,16.0,77.0,76.0,0.1,747.9817455,10.6,11.0
66.3,0.06,65.0,3344,15.4,72.0,75.0,0.1,78.92744,10.7,11.0
67.9,0.01,62.0,1317,58.5,67.0,64.0,0.1,673.74737,10.1,5.3
69.5,0.01,66.0,669,57.8,7.0,68.0,0.1,6925.22446,10.3,5.3
76.0,0.01,61.0,15,57.2,7.0,69.0,0.1,6651.12242,10.5,5.3
77.0,0.17,77.0,15,56.5,8.0,79.0,0.1,5854.614497,10.4,5.3
76.0,0.19,72.0,492,55.8,74.0,74.0,0.1,452.74948,10.4,5.3
74.0,0.2,75.0,30328,55.2,78.0,78.0,0.1,3735.144836,10.3,5.4
69.3,0.17,66.0,5494,54.5,71.0,69.0,0.1,4521.3247,10.3,5.4
65.9,0.14,56.0,230,53.8,74.0,57.0,0.1,3129.224922,10.2,5.4
64.7,0.03,59.0,474,53.2,63.0,59.0,0.1,2351.812429,10.2,5.4
66.8,0.18,65.0,908,52.5,69.0,65.0,0.1,1849.63911,10.1,5.4
67.2,0.32,62.0,9081,51.9,69.0,74.0,0.1,1391.816923,9.8,5.4
81.2,10.75,95.0,33,62.1,96.0,96.0,0.1,5553.32623,18.6,0.3
81.0,10.49,95.0,51,61.3,96.0,96.0,0.1,5234.76736,18.6,0.3
85.0,11.49,95.0,107,6.5,95.0,95.0,0.1,49231.36254,18.5,0.3
84.0,11.72,95.0,285,59.7,95.0,95.0,0.1,52567.52568,18.5,0.3
86.0,11.88,46.0,443,58.9,94.0,94.0,0.1,48538.58776,18.2,0.3
82.2,2.62,97.0,6,64.6,95.0,95.0,0.1,37582.84624,16.0,1.2
82.1,2.69,97.0,50,64.2,96.0,96.0,0.1,36393.66932,15.9,1.2
81.8,2.78,97.0,211,63.8,94.0,94.0,0.1,32569.59683,15.9,1.2
81.8,2.67,98.0,70,63.4,94.0,94.0,0.1,33657.15727,15.8,1.2
81.7,2.63,97.0,23,63.0,95.0,95.0,0.1,3661.994,15.7,1.2
81.5,2.55,98.0,5,62.6,96.0,96.0,0.1,27795.87671,15.6,1.2
81.0,2.47,99.0,931,62.1,94.0,94.0,0.1,29657.4421,15.8,1.1
84.0,2.33,99.0,539,61.6,95.0,95.0,0.1,258.637,15.7,1.1
84.0,2.23,96.0,9,61.1,94.0,95.0,0.1,2195.1769,15.7,1.1
80.0,2.41,96.0,2,6.6,95.0,93.0,0.1,2611.17931,15.8,1.1
81.0,2.23,99.0,116,6.1,95.0,95.0,0.1,19888.172,15.9,1.1
79.7,2.32,98.0,124,59.6,93.0,93.0,0.1,18946.99942,16.0,1.1
79.3,2.47,98.0,2,59.2,91.0,9.0,0.1,18431.15696,15.3,1.1
79.3,2.53,96.0,19,58.7,93.0,92.0,0.1,236.19646,15.1,1.1
78.9,2.53,98.0,36,58.3,93.0,93.0,0.1,2152.1432,15.2,1.1
82.5,7.56,95.0,0,63.1,95.0,95.0,0.1,35396.66517,16.3,0.6
82.3,7.35,96.0,0,62.6,96.0,96.0,0.1,3537.27441,16.5,0.5
82.0,7.49,96.0,376,62.1,96.0,97.0,0.1,34814.12436,16.6,0.5
82.0,6.98,96.0,5189,61.5,96.0,96.0,0.1,38334.68477,16.4,0.5
81.8,6.95,96.0,372,61.0,96.0,96.0,0.1,35849.37364,16.4,0.5
81.6,7.25,96.0,351,6.5,96.0,96.0,0.1,36976.84512,16.3,0.5
81.5,7.96,96.0,1617,59.9,96.0,96.0,0.1,464.18465,16.3,0.5
81.3,8.37,97.0,321,59.4,97.0,97.0,0.1,37698.78573,16.1,0.5
81.2,8.44,96.0,439,58.8,97.0,96.0,0.1,3341.7482,16.0,0.5
88.0,8.65,96.0,135,58.2,97.0,95.0,0.1,31959.26215,15.8,0.5
89.0,8.98,96.0,599,57.6,97.0,94.0,0.1,31174.56118,15.6,0.5
79.9,9.3,95.0,10982,57.0,97.0,96.0,0.1,27387.2258,15.4,0.5
80.0,9.25,95.0,9385,56.4,96.0,93.0,0.1,22196.5736,15.2,0.5
79.8,9.69,95.0,0,55.7,96.0,93.0,0.1,24.819,14.9,0.5
79.4,9.78,94.0,1457,55.0,97.0,87.0,0.1,251.2426,14.8,0.5
75.8,3.83,92.0,0,53.5,93.0,92.0,0.5,4855.743789,12.8,1.8
75.6,3.79,93.0,0,52.7,86.0,93.0,0.6,56.144952,12.8,1.8
75.3,3.65,96.0,0,52.0,96.0,96.0,0.5,521.33363,12.8,1.8
75.2,3.58,92.0,1,51.2,93.0,92.0,0.6,513.549487,12.8,1.8
75.0,3.55,94.0,0,5.5,94.0,94.0,0.5,4682.728424,12.7,1.8
74.7,3.33,9.0,0,49.7,9.0,9.0,0.6,4293.383274,12.7,1.9
74.5,3.51,92.0,2,48.9,91.0,91.0,0.4,492.492378,12.6,1.9
74.2,3.64,92.0,0,48.1,94.0,92.0,0.9,462.517913,12.5,1.9
74.0,3.63,97.0,0,47.2,99.0,95.0,1.5,4313.1682,12.5,1.9
73.5,3.59,99.0,0,46.3,99.0,99.0,1.9,482.24762,12.4,1.9
73.3,3.67,98.0,0,45.4,97.0,98.0,2.3,3719.97351,11.1,1.9
73.1,3.48,36.0,0,44.5,99.0,96.0,2.3,3465.221998,11.9,1.9
74.0,0.41,98.0,20,64.8,98.0,98.0,0.1,466.94775,13.1,3.9
73.9,0.4,98.0,120,64.0,98.0,98.0,0.1,3992.86717,13.1,3.9
73.7,0.41,98.0,3,63.2,98.0,98.0,0.1,387.753211,12.9,3.9
73.6,0.43,98.0,0,62.4,98.0,98.0,0.1,387.324145,13.1,3.8
73.4,0.51,98.0,0,61.7,98.0,98.0,0.1,3679.19275,13.2,3.8
73.3,0.59,98.0,0,6.9,98.0,98.0,0.1,3492.1396,13.6,3.8
73.1,0.61,97.0,2,6.1,98.0,97.0,0.1,3385.69665,13.6,3.8
73.0,0.6,98.0,41,59.3,98.0,98.0,0.1,2762.86354,13.6,3.8
72.8,0.59,98.0,1,58.6,98.0,98.0,0.1,2537.349,13.7,3.9
72.4,0.55,95.0,28,57.8,95.0,95.0,0.1,223.83787,13.8,3.9
72.5,0.54,95.0,21,57.0,95.0,95.0,0.1,261.456882,13.5,3.9
72.3,0.54,97.0,76,56.3,97.0,97.0,0.1,1889.213962,13.2,3.9
72.1,0.54,95.0,19,55.5,95.0,95.0,0.1,1812.288374,13.0,3.9
71.9,0.55,97.0,61,54.8,97.0,99.0,0.1,1728.2659,12.7,4.0
71.7,0.49,93.0,32,54.0,94.0,91.0,0.1,1657.889256,12.6,4.0
69.9,6.29,95.0,321,52.3,95.0,95.0,0.1,1286.56511,15.0,2.4
69.5,6.48,99.0,73,51.4,98.0,98.0,0.1,1389.8561,15.0,2.4
69.1,6.82,95.0,55,5.6,98.0,99.0,0.1,12387.18982,14.7,2.4
68.5,6.63,99.0,127,49.9,99.0,99.0,0.1,11634.42422,14.4,2.3
67.8,6.83,99.0,4,49.2,98.0,99.0,0.1,97.649972,14.5,2.3
67.8,6.64,99.0,0,48.5,99.0,98.0,0.1,7165.2775,14.6,2.3
66.6,7.6,99.0,20,47.9,99.0,99.0,0.1,8513.564645,14.6,2.4
65.3,7.44,94.0,13,47.3,94.0,93.0,0.1,6771.414797,14.7,2.4
65.0,7.08,99.0,109,46.8,99.0,99.0,0.1,5291.57565,14.3,2.4
64.6,6.94,94.0,16118,46.3,99.0,98.0,0.1,3771.278957,13.9,2.4
64.7,6.55,99.0,2204,45.8,99.0,82.0,0.1,2874.288291,13.5,2.5
64.4,6.58,99.0,24,45.3,99.0,99.0,0.1,268.123657,13.1,2.5
64.7,5.99,95.0,18,44.8,95.0,95.0,0.1,1658.31146,12.7,2.6
64.4,5.75,95.0,94,44.4,95.0,95.0,0.1,149.926751,12.3,2.6
63.9,6.0,99.0,245,43.9,96.0,97.0,0.1,1229.958,12.1,2.7
62.9,0.01,92.0,354,21.3,93.0,92.0,2.9,1335.6458,11.1,7.8
62.6,1.84,93.0,190,2.7,94.0,87.0,3.0,1229.114798,11.1,7.9
62.1,1.81,94.0,0,2.1,94.0,94.0,3.0,1155.2582,11.1,8.0
61.2,1.8,96.0,2395,19.5,97.0,96.0,3.4,987.4453967,11.1,8.1
63.0,1.73,9.0,95,18.9,9.0,9.0,4.3,967.34773,11.1,8.2
59.1,1.86,88.0,1218,18.4,89.0,88.0,5.0,92.816252,10.7,8.2
57.9,1.71,88.0,1282,17.9,88.0,88.0,6.4,916.8992515,10.4,8.3
56.8,1.97,81.0,1516,17.3,76.0,81.0,9.1,839.181117,10.1,8.4
55.3,1.76,8.0,1847,16.9,77.0,8.0,10.3,697.66385,9.7,8.5
54.1,1.82,76.0,153,16.4,7.0,76.0,11.6,519.7999346,9.6,8.6
53.0,1.43,73.0,20,15.9,73.0,73.0,13.2,458.8843551,8.9,8.7
52.4,1.49,73.0,65,15.5,75.0,73.0,14.5,436.6875357,8.2,8.8
52.1,1.66,84.0,766,15.1,83.0,84.0,15.7,395.8493511,8.5,8.9
66.1,0.01,75.0,0,77.1,79.0,75.0,0.1,1684.54274,11.9,0.1
65.8,0.01,95.0,0,76.7,91.0,95.0,0.1,1724.361737,11.9,0.1
65.7,0.01,94.0,0,76.2,92.0,94.0,0.1,1763.815497,11.9,0.1
65.5,0.53,95.0,0,75.7,95.0,99.0,0.1,1692.613277,11.9,0.1
65.3,0.48,91.0,0,75.2,95.0,91.0,0.1,1493.1651,11.9,0.1
65.2,0.54,86.0,0,74.6,84.0,86.0,0.1,1297.285141,11.9,0.1
65.1,0.46,83.0,0,74.1,74.0,82.0,0.1,1413.3234,11.6,0.2
65.0,0.68,96.0,0,73.4,93.0,94.0,0.1,1357.632211,11.8,0.2
65.0,0.76,88.0,0,72.8,86.0,86.0,0.1,1151.555618,12.1,0.2
64.9,0.6,5.0,0,72.1,74.0,79.0,0.1,1214.556667,12.2,0.2
64.8,0.48,67.0,0,71.4,61.0,62.0,0.1,113.6286,12.4,0.2
64.7,0.5,73.0,0,7.6,79.0,7.0,0.1,115.3865,11.6,0.2
64.6,0.49,79.0,0,69.7,96.0,77.0,0.1,826.58554,11.7,0.2
64.3,0.6,85.0,0,68.8,88.0,85.0,0.1,734.9492461,10.4,0.2
64.1,0.46,9.0,0,67.9,9.0,9.0,0.1,796.7937634,10.0,0.2
74.6,0.01,96.0,55,7.8,94.0,95.0,0.1,42996.4812,13.0,3.4
74.5,0.01,99.0,62,7.2,99.0,99.0,0.1,48399.9581,13.1,3.4
74.3,0.01,98.0,27,69.5,98.0,98.0,0.1,51264.7134,13.2,3.4
74.2,0.02,99.0,32,69.0,99.0,99.0,0.1,48268.5912,13.4,3.3
74.0,0.01,99.0,13,68.4,98.0,98.0,0.1,38497.61696,13.5,3.3
73.9,0.1,99.0,0,67.9,99.0,99.0,0.1,37567.3121,13.6,3.3
73.8,0.03,99.0,0,67.5,99.0,99.0,0.1,55571.9986,13.8,3.3
73.7,0.03,99.0,0,67.1,99.0,99.0,0.1,45793.97614,13.9,3.2
73.6,0.01,99.0,0,66.7,99.0,99.0,0.1,42717.55725,14.1,3.2
73.6,0.01,99.0,10,66.3,99.0,99.0,0.1,3549.26132,14.2,3.2
73.5,0.02,94.0,23,65.9,98.0,98.0,0.1,26921.8278,14.4,3.2
73.4,0.03,99.0,0,65.5,99.0,99.0,0.1,2271.56961,14.1,3.2
73.3,0.01,99.0,0,65.0,99.0,99.0,0.1,17789.41981,13.9,3.2
73.2,0.01,99.0,0,64.5,99.0,99.0,0.1,1654.96761,14.0,3.2
73.2,0.01,95.0,6,64.0,94.0,98.0,0.1,18389.38433,14.1,3.2
74.4,0.01,92.0,36,6.7,92.0,92.0,0.1,15725.1374,16.0,2.2
74.1,10.37,94.0,0,6.2,94.0,94.0,0.1,1532.22924,15.4,2.2
73.8,10.21,9.0,3,59.8,91.0,91.0,0.1,13822.8559,15.5,2.2
73.6,10.14,89.0,1,59.4,92.0,92.0,0.1,1372.68947,15.8,2.2
72.8,9.8,91.0,0,58.9,92.0,92.0,0.1,11326.21947,16.0,2.2
72.6,9.85,92.0,0,58.5,94.0,94.0,0.1,12219.37379,16.4,2.3
71.9,11.84,93.0,3,58.1,94.0,94.0,0.1,16348.53121,16.3,2.3
78.0,12.12,91.0,0,57.7,94.0,94.0,0.1,1444.1589,16.2,2.4
75.0,10.4,94.0,7,57.4,96.0,96.0,0.1,9667.9757,16.2,2.4
76.0,9.92,99.0,2,57.0,99.0,99.0,0.1,7558.7426,15.9,2.5
71.0,8.81,98.0,0,56.6,99.0,99.0,0.1,6351.8125,15.5,2.5
78.0,8.24,98.0,0,56.3,98.0,98.0,0.1,5134.95694,15.2,2.6
73.0,7.44,98.0,0,56.0,98.0,97.0,0.1,4132.34927,14.8,2.7
69.9,6.68,96.0,1,55.7,97.0,97.0,0.1,3572.8513,14.2,2.8
71.0,7.13,95.0,0,55.4,96.0,96.0,0.1,3352.731296,13.7,2.8
74.8,1.32,81.0,112,65.4,75.0,81.0,0.1,8161.4614,13.3,4.8
74.9,1.29,81.0,1761,64.9,75.0,81.0,0.1,846.285153,13.3,4.8
75.0,1.53,81.0,9,64.4,75.0,81.0,0.1,8787.94668,13.3,4.8
75.0,1.57,81.0,9,64.0,75.0,81.0,0.1,8734.9653,13.2,4.7
74.9,1.58,81.0,12,63.5,75.0,81.0,0.1,8763.826274,13.3,4.7
74.7,1.62,81.0,22,63.0,75.0,81.0,0.1,84.268878,13.2,4.7
74.5,1.67,81.0,24,62.5,75.0,81.0,0.1,712.775759,13.1,4.7
74.4,1.72,8.0,373,61.9,75.0,8.0,0.1,614.271115,12.9,4.7
74.1,1.82,78.0,956,61.4,75.0,78.0,0.1,5372.65899,13.2,4.7
73.9,1.94,77.0,618,6.8,74.0,77.0,0.1,5339.441291,13.7,4.7
73.7,2.1,75.0,213,6.2,74.0,75.0,0.1,5424.22356,14.2,4.7
73.5,2.19,74.0,526,59.7,74.0,74.0,0.1,5425.6697,14.8,4.8
73.2,1.98,77.0,36,59.1,77.0,77.0,0.1,5436.595223,15.2,4.8
73.0,2.19,8.0,8,58.6,8.0,8.0,0.1,5253.122599,15.0,4.9
72.7,2.26,83.0,5,57.9,83.0,83.0,0.1,5334.93329,14.9,4.9
52.1,0.01,93.0,0,32.0,9.0,93.0,9.4,1174.839214,10.8,5.8
52.1,0.01,93.0,516,31.4,9.0,93.0,9.6,1196.1335,11.1,6.1
52.2,0.01,95.0,179,3.8,93.0,95.0,9.0,1281.516,11.0,6.4
52.3,2.39,96.0,172,3.2,95.0,96.0,10.5,1352.38433,11.0,6.8
51.1,2.71,93.0,2488,29.7,92.0,93.0,13.4,1173.26212,10.9,7.2
49.4,2.75,91.0,0,29.2,89.0,91.0,18.2,923.136931,10.8,7.6
47.8,2.75,88.0,0,28.8,86.0,88.0,27.3,934.428563,10.7,8.0
46.2,2.69,9.0,2,28.3,87.0,88.0,30.0,918.432717,10.6,8.4
45.3,2.61,91.0,1,27.9,88.0,89.0,34.1,915.775754,10.7,8.8
44.5,2.67,87.0,0,27.4,88.0,89.0,34.8,862.9463118,10.7,9.3
44.8,1.8,6.0,31,26.9,89.0,9.0,34.6,781.5145936,10.7,9.7
45.5,1.99,17.0,1,26.4,9.0,9.0,33.8,63.636279,10.5,1.2
58.1,0.01,5.0,34,26.7,49.0,5.0,0.9,458.4651734,9.9,6.7
